example_id,rule_id,example_type,original_text,content_context,platform,business_domain,content_legal_nature,expected_risk_level,risk_reason,replacement_strategy,revised_text,evidence_required,auto_rewrite_allowed,review_status,notes
E100075,R-A10-109,compliant,合规处理：明确表明客服或咨询岗位，不作医疗判断，必要时转接执业医师。,合规化表达,微信;小红书;抖音,医疗美容,service_information,low,未使用高风险主张，并保留必要条件或证据要求。,,,执业医师注册信息,true,待法务复核,合规反例
E100076,R-A10-109,conditionally_allowed,建议修改稿：是否适合相关项目需由执业医师结合完整健康情况面诊评估，客服无法在线作出诊断。,改写建议,微信;小红书;抖音,医疗美容,service_information,low,通过删除主张、补充条件或转人工复核降低风险。,明确真实身份;转接执业医师,是否适合相关项目需由执业医师结合完整健康情况面诊评估，客服无法在线作出诊断。,执业医师注册信息,false,待法务复核,处理策略示例
E100077,R-A10-110,prohibited,客服回复用户：“孕妇也能做，我现在就给你安排项目。”,运营宣传或咨询,微信;小红书;抖音,医疗美容,diagnosis_communication,critical,对孕妇、哺乳期、备孕者、未成年人、严重过敏史等特殊人群直接推荐或保证项目安全。,删除推荐;提示专业评估,,监护人同意、医疗评估记录,false,待法务复核,新增规则明确风险样本
E100078,R-A10-110,boundary,内容使用“哺乳期放心做”，但当前无法确认是否有真实资质、授权、价格依据或平台报备。,边界场景,微信;小红书;抖音,医疗美容,uncertain,high,需要结合证据、主体身份、发布平台和完整上下文判断。,暂停发布;补充证明材料;人工复核,,监护人同意、医疗评估记录,false,待法务复核,边界样本
E100079,R-A10-110,compliant,合规处理：提示特殊人群需由执业医师审慎评估，未成年人需依法取得监护人同意。,合规化表达,微信;小红书;抖音,医疗美容,service_information,low,未使用高风险主张，并保留必要条件或证据要求。,,,监护人同意、医疗评估记录,true,待法务复核,合规反例
E100080,R-A10-110,conditionally_allowed,建议修改稿：是否适合相关项目需由执业医师结合完整健康情况面诊评估，客服无法在线作出诊断。,改写建议,微信;小红书;抖音,医疗美容,service_information,low,通过删除主张、补充条件或转人工复核降低风险。,删除推荐;提示专业评估,是否适合相关项目需由执业医师结合完整健康情况面诊评估，客服无法在线作出诊断。,监护人同意、医疗评估记录,false,待法务复核,处理策略示例
E100081,R-A14-101,prohibited,平台内容中出现“小红书医美种草”，并引导用户私信或预约。,运营宣传或咨询,微信;小红书;抖音,医疗美容,medical_advertisement,high,在小红书自然笔记中直接推广具体医美机构、项目、药械或效果，并出现预约、价格、联系方式等转化信息。,删除商业推广要素;按平台资质和产品线处理,,平台账号资质、商业关系说明,false,待法务复核,新增规则明确风险样本
E100082,R-A14-101,boundary,内容使用“医美笔记”，但当前无法确认是否有真实资质、授权、价格依据或平台报备。,边界场景,微信;小红书;抖音,医疗美容,uncertain,high,需要结合证据、主体身份、发布平台和完整上下文判断。,暂停发布;补充证明材料;人工复核,,平台账号资质、商业关系说明,false,待法务复核,边界样本
E100083,R-A14-101,compliant,合规处理：符合平台规则的非商业健康科普，且不出现项目推介、效果证明或交易路径。,合规化表达,微信;小红书;抖音,医疗美容,service_information,low,未使用高风险主张，并保留必要条件或证据要求。,,,平台账号资质、商业关系说明,true,待法务复核,合规反例
E100084,R-A14-101,conditionally_allowed,建议修改稿：删除受限推广、站外导流和规避表达，并按对应平台产品线和账号资质重新核验。,改写建议,微信;小红书;抖音,医疗美容,service_information,low,通过删除主张、补充条件或转人工复核降低风险。,删除商业推广要素;按平台资质和产品线处理,删除受限推广、站外导流和规避表达，并按对应平台产品线和账号资质重新核验。,平台账号资质、商业关系说明,false,待法务复核,处理策略示例
E100085,R-A14-102,prohibited,平台内容中出现“受邀体验”，并引导用户私信或预约。,运营宣传或咨询,微信;小红书;抖音,医疗美容,commercial_recommendation,high,达人或素人接受费用、免费服务、置换或其他利益后发布体验内容，却未按平台要求披露商业合作关系。,披露商业关系;按平台合作流程发布,,合作合同、报备记录和披露截图,false,待法务复核,新增规则明确风险样本
E100086,R-A14-102,boundary,内容使用“免费给我做”，但当前无法确认是否有真实资质、授权、价格依据或平台报备。,边界场景,微信;小红书;抖音,医疗美容,uncertain,high,需要结合证据、主体身份、发布平台和完整上下文判断。,暂停发布;补充证明材料;人工复核,,合作合同、报备记录和披露截图,false,待法务复核,边界样本
E100087,R-A14-102,compliant,合规处理：按平台要求完成商业合作报备和广告可识别性披露，且内容本身合法。,合规化表达,微信;小红书;抖音,医疗美容,service_information,low,未使用高风险主张，并保留必要条件或证据要求。,,,合作合同、报备记录和披露截图,true,待法务复核,合规反例
E100088,R-A14-102,conditionally_allowed,建议修改稿：删除受限推广、站外导流和规避表达，并按对应平台产品线和账号资质重新核验。,改写建议,微信;小红书;抖音,医疗美容,service_information,low,通过删除主张、补充条件或转人工复核降低风险。,披露商业关系;按平台合作流程发布,删除受限推广、站外导流和规避表达，并按对应平台产品线和账号资质重新核验。,合作合同、报备记录和披露截图,false,待法务复核,处理策略示例
E100089,R-A14-103,prohibited,平台内容中出现“加V”，并引导用户私信或预约。,运营宣传或咨询,微信;小红书;抖音,医疗美容,commercial_recommendation,high,通过微信号、手机号、二维码、谐音、拆字、图片水印或评论暗号等方式引导用户站外预约医美服务。,删除站外导流信息,,平台准入和留资配置,false,待法务复核,新增规则明确风险样本
E100090,R-A14-103,boundary,内容使用“加v信”，但当前无法确认是否有真实资质、授权、价格依据或平台报备。,边界场景,微信;小红书;抖音,医疗美容,uncertain,high,需要结合证据、主体身份、发布平台和完整上下文判断。,暂停发布;补充证明材料;人工复核,,平台准入和留资配置,false,待法务复核,边界样本
E100091,R-A14-103,compliant,合规处理：使用平台允许的合规留资和交易能力，并满足行业准入要求。,合规化表达,微信;小红书;抖音,医疗美容,service_information,low,未使用高风险主张，并保留必要条件或证据要求。,,,平台准入和留资配置,true,待法务复核,合规反例
E100092,R-A14-103,conditionally_allowed,建议修改稿：删除受限推广、站外导流和规避表达，并按对应平台产品线和账号资质重新核验。,改写建议,微信;小红书;抖音,医疗美容,service_information,low,通过删除主张、补充条件或转人工复核降低风险。,删除站外导流信息,删除受限推广、站外导流和规避表达，并按对应平台产品线和账号资质重新核验。,平台准入和留资配置,false,待法务复核,处理策略示例
E100093,R-A14-104,prohibited,平台内容中出现“XX医生”，并引导用户私信或预约。,运营宣传或咨询,微信;小红书;抖音,医疗美容,service_information,medium,医疗健康、医疗美容机构专业号使用医生个人姓名、医生身份或个人化人设命名，超出平台认证命名规则。,调整账号命名;核验平台认证,,营业执照、商标和账号认证资料,false,待法务复核,新增规则明确风险样本
E100094,R-A14-104,boundary,内容使用“XX博士”，但当前无法确认是否有真实资质、授权、价格依据或平台报备。,边界场景,微信;小红书;抖音,医疗美容,uncertain,medium,需要结合证据、主体身份、发布平台和完整上下文判断。,暂停发布;补充证明材料;人工复核,,营业执照、商标和账号认证资料,false,待法务复核,边界样本
E100095,R-A14-104,compliant,合规处理：按认证主体、商标和平台命名规则使用机构或品牌名称。,合规化表达,微信;小红书;抖音,医疗美容,service_information,low,未使用高风险主张，并保留必要条件或证据要求。,,,营业执照、商标和账号认证资料,true,待法务复核,合规反例
E100096,R-A14-104,conditionally_allowed,建议修改稿：删除受限推广、站外导流和规避表达，并按对应平台产品线和账号资质重新核验。,改写建议,微信;小红书;抖音,医疗美容,service_information,low,通过删除主张、补充条件或转人工复核降低风险。,调整账号命名;核验平台认证,删除受限推广、站外导流和规避表达，并按对应平台产品线和账号资质重新核验。,营业执照、商标和账号认证资料,false,待法务复核,处理策略示例
E100097,R-A14-105,prohibited,平台内容中出现“医美项目团购”，并引导用户私信或预约。,运营宣传或咨询,微信;小红书;抖音,医疗美容,medical_advertisement,critical,账号未完成相应行业认证或不具备医疗机构、药械等资质，却营销具体医美项目、药品或医疗器械。,停止推广;补充资质,,医疗机构执业许可证、广告审查证明、药械注册资料,false,待法务复核,新增规则明确风险样本
E100098,R-A14-105,boundary,内容使用“医美直播间”，但当前无法确认是否有真实资质、授权、价格依据或平台报备。,边界场景,微信;小红书;抖音,医疗美容,uncertain,high,需要结合证据、主体身份、发布平台和完整上下文判断。,暂停发布;补充证明材料;人工复核,,医疗机构执业许可证、广告审查证明、药械注册资料,false,待法务复核,边界样本
E100099,R-A14-105,compliant,合规处理：完成平台和法定资质核验，并严格在获准范围内发布。,合规化表达,微信;小红书;抖音,医疗美容,service_information,low,未使用高风险主张，并保留必要条件或证据要求。,,,医疗机构执业许可证、广告审查证明、药械注册资料,true,待法务复核,合规反例
E100100,R-A14-105,conditionally_allowed,建议修改稿：删除受限推广、站外导流和规避表达，并按对应平台产品线和账号资质重新核验。,改写建议,微信;小红书;抖音,医疗美容,service_information,low,通过删除主张、补充条件或转人工复核降低风险。,停止推广;补充资质,删除受限推广、站外导流和规避表达，并按对应平台产品线和账号资质重新核验。,医疗机构执业许可证、广告审查证明、药械注册资料,false,待法务复核,处理策略示例
E100101,R-A14-106,prohibited,平台内容中出现“直播看脸”，并引导用户私信或预约。,运营宣传或咨询,微信;小红书;抖音,医疗美容,diagnosis_communication,critical,直播中根据观众评论、照片或连麦情况判断皮肤问题，推荐具体项目并承诺效果或恢复期。,删除诊断和项目推荐;改为一般科普,,,false,待法务复核,新增规则明确风险样本
E100102,R-A14-106,boundary,内容使用“连麦诊断”，但当前无法确认是否有真实资质、授权、价格依据或平台报备。,边界场景,微信;小红书;抖音,医疗美容,uncertain,high,需要结合证据、主体身份、发布平台和完整上下文判断。,暂停发布;补充证明材料;人工复核,,,false,待法务复核,边界样本
E100103,R-A14-106,compliant,合规处理：进行一般健康科普，不针对个体作诊断或项目推荐。,合规化表达,微信;小红书;抖音,医疗美容,service_information,low,未使用高风险主张，并保留必要条件或证据要求。,,,,true,待法务复核,合规反例
E100104,R-A14-106,conditionally_allowed,建议修改稿：删除受限推广、站外导流和规避表达，并按对应平台产品线和账号资质重新核验。,改写建议,微信;小红书;抖音,医疗美容,service_information,low,通过删除主张、补充条件或转人工复核降低风险。,删除诊断和项目推荐;改为一般科普,删除受限推广、站外导流和规避表达，并按对应平台产品线和账号资质重新核验。,,false,待法务复核,处理策略示例
E100105,R-A14-107,prohibited,平台内容中出现“评论扣1”，并引导用户私信或预约。,运营宣传或咨询,微信;小红书;抖音,医疗美容,commercial_recommendation,high,在评论、私信、口播或画面中通过暗号、谐音、主页信息等方式引导站外咨询、支付或预约。,删除规避导流和站外交易信息,,平台准入记录,false,待法务复核,新增规则明确风险样本
E100106,R-A14-107,boundary,内容使用“看主页”，但当前无法确认是否有真实资质、授权、价格依据或平台报备。,边界场景,微信;小红书;抖音,医疗美容,uncertain,high,需要结合证据、主体身份、发布平台和完整上下文判断。,暂停发布;补充证明材料;人工复核,,平台准入记录,false,待法务复核,边界样本
E100107,R-A14-107,compliant,合规处理：使用平台允许的企业经营和留资能力，满足准入要求。,合规化表达,微信;小红书;抖音,医疗美容,service_information,low,未使用高风险主张，并保留必要条件或证据要求。,,,平台准入记录,true,待法务复核,合规反例
E100108,R-A14-107,conditionally_allowed,建议修改稿：删除受限推广、站外导流和规避表达，并按对应平台产品线和账号资质重新核验。,改写建议,微信;小红书;抖音,医疗美容,service_information,low,通过删除主张、补充条件或转人工复核降低风险。,删除规避导流和站外交易信息,删除受限推广、站外导流和规避表达，并按对应平台产品线和账号资质重新核验。,平台准入记录,false,待法务复核,处理策略示例
E100109,R-A14-108,prohibited,平台内容中出现“瘦脸真”，并引导用户私信或预约。,运营宣传或咨询,微信;小红书;抖音,医疗美容,medical_advertisement,high,将医美项目、药械、注射、整形等词语改为拼音、谐音、首字母、符号或图片文字以规避审核。,停止规避表达;按规范名称和资质发布,,,false,待法务复核,新增规则明确风险样本
E100110,R-A14-108,boundary,内容使用“bo尿酸”，但当前无法确认是否有真实资质、授权、价格依据或平台报备。,边界场景,微信;小红书;抖音,医疗美容,uncertain,high,需要结合证据、主体身份、发布平台和完整上下文判断。,暂停发布;补充证明材料;人工复核,,,false,待法务复核,边界样本
E100111,R-A14-108,compliant,合规处理：使用规范名称并按资质和平台规则发布合法内容。,合规化表达,微信;小红书;抖音,医疗美容,service_information,low,未使用高风险主张，并保留必要条件或证据要求。,,,,true,待法务复核,合规反例
E100112,R-A14-108,conditionally_allowed,建议修改稿：删除受限推广、站外导流和规避表达，并按对应平台产品线和账号资质重新核验。,改写建议,微信;小红书;抖音,医疗美容,service_information,low,通过删除主张、补充条件或转人工复核降低风险。,停止规避表达;按规范名称和资质发布,删除受限推广、站外导流和规避表达，并按对应平台产品线和账号资质重新核验。,,false,待法务复核,处理策略示例
E100113,R-A14-109,prohibited,平台内容中出现“朋友们来找我”，并引导用户私信或预约。,运营宣传或咨询,微信;小红书;抖音,医疗美容,uncertain,high,机构员工、咨询师或合作人员通过个人朋友圈持续发布项目、价格、效果、预约等商业内容，实际为机构营销。,按医疗广告认定规则复核;删除推广要素,,发布者与机构关系、广告审查证明、内容发布安排,false,待法务复核,新增规则明确风险样本
E100114,R-A14-109,boundary,内容使用“内部员工价”，但当前无法确认是否有真实资质、授权、价格依据或平台报备。,边界场景,微信;小红书;抖音,医疗美容,uncertain,high,需要结合证据、主体身份、发布平台和完整上下文判断。,暂停发布;补充证明材料;人工复核,,发布者与机构关系、广告审查证明、内容发布安排,false,待法务复核,边界样本
E100115,R-A14-109,compliant,合规处理：纯个人生活表达且无商业关系、转化信息和效果证明。,合规化表达,微信;小红书;抖音,医疗美容,service_information,low,未使用高风险主张，并保留必要条件或证据要求。,,,发布者与机构关系、广告审查证明、内容发布安排,true,待法务复核,合规反例
E100116,R-A14-109,conditionally_allowed,建议修改稿：删除受限推广、站外导流和规避表达，并按对应平台产品线和账号资质重新核验。,改写建议,微信;小红书;抖音,医疗美容,service_information,low,通过删除主张、补充条件或转人工复核降低风险。,按医疗广告认定规则复核;删除推广要素,删除受限推广、站外导流和规避表达，并按对应平台产品线和账号资质重新核验。,发布者与机构关系、广告审查证明、内容发布安排,false,待法务复核,处理策略示例
E100117,R-A14-110,prohibited,平台内容中出现“科普福利”，并引导用户私信或预约。,运营宣传或咨询,微信;小红书;抖音,医疗美容,uncertain,high,公众号以科普为标题或主体，但嵌入机构、项目、优惠、二维码、电话或预约入口，可能构成变相医疗广告。,删除商业要素或按医疗广告流程发布,,广告审查证明、页面完整截图和商业关系说明,false,待法务复核,新增规则明确风险样本
E100118,R-A14-110,boundary,内容使用“文末预约”，但当前无法确认是否有真实资质、授权、价格依据或平台报备。,边界场景,微信;小红书;抖音,医疗美容,uncertain,high,需要结合证据、主体身份、发布平台和完整上下文判断。,暂停发布;补充证明材料;人工复核,,广告审查证明、页面完整截图和商业关系说明,false,待法务复核,边界样本
E100119,R-A14-110,compliant,合规处理：纯科普且无商业推广要素，或依法审查并标识的广告。,合规化表达,微信;小红书;抖音,医疗美容,service_information,low,未使用高风险主张，并保留必要条件或证据要求。,,,广告审查证明、页面完整截图和商业关系说明,true,待法务复核,合规反例
E100120,R-A14-110,conditionally_allowed,建议修改稿：删除受限推广、站外导流和规避表达，并按对应平台产品线和账号资质重新核验。,改写建议,微信;小红书;抖音,医疗美容,service_information,low,通过删除主张、补充条件或转人工复核降低风险。,删除商业要素或按医疗广告流程发布,删除受限推广、站外导流和规避表达，并按对应平台产品线和账号资质重新核验。,广告审查证明、页面完整截图和商业关系说明,false,待法务复核,处理策略示例
E100121,R-A14-111,prohibited,平台内容中出现“视频号医美直播”，并引导用户私信或预约。,运营宣传或咨询,微信;小红书;抖音,医疗美容,medical_advertisement,critical,视频号或直播中推广医美项目、挂载交易或预约路径，使用患者案例、诊断建议、效果承诺等医疗营销内容。,停止直播推广;补充资质并审核脚本,,平台认证、广告审查证明、直播脚本,false,待法务复核,新增规则明确风险样本
E100122,R-A14-111,boundary,内容使用“直播挂项目”，但当前无法确认是否有真实资质、授权、价格依据或平台报备。,边界场景,微信;小红书;抖音,医疗美容,uncertain,high,需要结合证据、主体身份、发布平台和完整上下文判断。,暂停发布;补充证明材料;人工复核,,平台认证、广告审查证明、直播脚本,false,待法务复核,边界样本
E100123,R-A14-111,compliant,合规处理：符合平台认证和法律要求的客观服务信息或一般科普。,合规化表达,微信;小红书;抖音,医疗美容,service_information,low,未使用高风险主张，并保留必要条件或证据要求。,,,平台认证、广告审查证明、直播脚本,true,待法务复核,合规反例
E100124,R-A14-111,conditionally_allowed,建议修改稿：删除受限推广、站外导流和规避表达，并按对应平台产品线和账号资质重新核验。,改写建议,微信;小红书;抖音,医疗美容,service_information,low,通过删除主张、补充条件或转人工复核降低风险。,停止直播推广;补充资质并审核脚本,删除受限推广、站外导流和规避表达，并按对应平台产品线和账号资质重新核验。,平台认证、广告审查证明、直播脚本,false,待法务复核,处理策略示例
E100125,R-A14-112,prohibited,平台内容中出现“群里发案例”，并引导用户私信或预约。,运营宣传或咨询,微信;小红书;抖音,医疗美容,diagnosis_communication,critical,在微信群或私信中批量传播患者案例、前后对比、具体诊断、项目推荐和限时付款话术。,删除案例和诊断;转专业面诊,,,false,待法务复核,新增规则明确风险样本
E100126,R-A14-112,boundary,内容使用“发照片我看看”，但当前无法确认是否有真实资质、授权、价格依据或平台报备。,边界场景,微信;小红书;抖音,医疗美容,uncertain,high,需要结合证据、主体身份、发布平台和完整上下文判断。,暂停发布;补充证明材料;人工复核,,,false,待法务复核,边界样本
E100127,R-A14-112,compliant,合规处理：仅提供客观流程、一般科普和预约执业医师面诊服务。,合规化表达,微信;小红书;抖音,医疗美容,service_information,low,未使用高风险主张，并保留必要条件或证据要求。,,,,true,待法务复核,合规反例
E100128,R-A14-112,conditionally_allowed,建议修改稿：删除受限推广、站外导流和规避表达，并按对应平台产品线和账号资质重新核验。,改写建议,微信;小红书;抖音,医疗美容,service_information,low,通过删除主张、补充条件或转人工复核降低风险。,删除案例和诊断;转专业面诊,删除受限推广、站外导流和规避表达，并按对应平台产品线和账号资质重新核验。,,false,待法务复核,处理策略示例
E100129,R-A15-101,prohibited,运营准备将包含“患者照片”的客户素材发布到多个宣传平台。,运营宣传或咨询,微信;小红书;抖音,医疗美容,medical_advertisement,critical,将患者面部、身体部位、治疗过程照片或视频用于朋友圈、公众号、短视频、海报等宣传，但未取得针对公开传播和营销用途的单独同意。,停止公开;补充有效单独授权,,肖像及敏感个人信息单独授权书,false,待法务复核,新增规则明确风险样本
E100130,R-A15-101,boundary,内容使用“顾客照片”，但当前无法确认是否有真实资质、授权、价格依据或平台报备。,边界场景,微信;小红书;抖音,医疗美容,uncertain,high,需要结合证据、主体身份、发布平台和完整上下文判断。,暂停发布;补充证明材料;人工复核,,肖像及敏感个人信息单独授权书,false,待法务复核,边界样本
E100131,R-A15-101,compliant,合规处理：取得明确、具体、可撤回的单独同意，且使用不超出授权目的、平台、期限和范围。,合规化表达,微信;小红书;抖音,医疗美容,service_information,low,未使用高风险主张，并保留必要条件或证据要求。,,,肖像及敏感个人信息单独授权书,true,待法务复核,合规反例
E100132,R-A15-101,conditionally_allowed,建议修改稿：不公开患者素材；如确需处理，应先核验单独同意、使用范围、期限和脱敏措施。,改写建议,微信;小红书;抖音,医疗美容,service_information,low,通过删除主张、补充条件或转人工复核降低风险。,停止公开;补充有效单独授权,不公开患者素材；如确需处理，应先核验单独同意、使用范围、期限和脱敏措施。,肖像及敏感个人信息单独授权书,false,待法务复核,处理策略示例
E100133,R-A15-102,prohibited,运营准备将包含“术前术后”的客户素材发布到多个宣传平台。,运营宣传或咨询,微信;小红书;抖音,医疗美容,medical_advertisement,critical,发布同一患者术前术后对比，不仅可能构成患者证明和效果对比，也涉及敏感健康信息与肖像公开。,删除对比素材;转人工核验,,患者单独同意、学术用途与脱敏记录,false,待法务复核,新增规则明确风险样本
E100134,R-A15-102,boundary,内容使用“前后对比”，但当前无法确认是否有真实资质、授权、价格依据或平台报备。,边界场景,微信;小红书;抖音,医疗美容,uncertain,high,需要结合证据、主体身份、发布平台和完整上下文判断。,暂停发布;补充证明材料;人工复核,,患者单独同意、学术用途与脱敏记录,false,待法务复核,边界样本
E100135,R-A15-102,compliant,合规处理：院内诊疗资料在必要范围内使用，或依法用于脱敏学术交流，不作为营销。,合规化表达,微信;小红书;抖音,医疗美容,service_information,low,未使用高风险主张，并保留必要条件或证据要求。,,,患者单独同意、学术用途与脱敏记录,true,待法务复核,合规反例
E100136,R-A15-102,conditionally_allowed,建议修改稿：不公开患者素材；如确需处理，应先核验单独同意、使用范围、期限和脱敏措施。,改写建议,微信;小红书;抖音,医疗美容,service_information,low,通过删除主张、补充条件或转人工复核降低风险。,删除对比素材;转人工核验,不公开患者素材；如确需处理，应先核验单独同意、使用范围、期限和脱敏措施。,患者单独同意、学术用途与脱敏记录,false,待法务复核,处理策略示例
E100137,R-A15-103,prohibited,运营准备将包含“聊天截图”的客户素材发布到多个宣传平台。,运营宣传或咨询,微信;小红书;抖音,医疗美容,medical_advertisement,high,在宣传内容中展示微信、钉钉、短信、私信等咨询或评价截图，包含头像、昵称、账号、病情、价格或联系方式。,删除或充分脱敏;禁止疗效证明,,单独同意、脱敏前后对照和使用范围说明,false,待法务复核,新增规则明确风险样本
E100138,R-A15-103,boundary,内容使用“微信截图”，但当前无法确认是否有真实资质、授权、价格依据或平台报备。,边界场景,微信;小红书;抖音,医疗美容,uncertain,high,需要结合证据、主体身份、发布平台和完整上下文判断。,暂停发布;补充证明材料;人工复核,,单独同意、脱敏前后对照和使用范围说明,false,待法务复核,边界样本
E100139,R-A15-103,compliant,合规处理：取得单独同意并进行充分脱敏，且不得用患者评价证明疗效。,合规化表达,微信;小红书;抖音,医疗美容,service_information,low,未使用高风险主张，并保留必要条件或证据要求。,,,单独同意、脱敏前后对照和使用范围说明,true,待法务复核,合规反例
E100140,R-A15-103,conditionally_allowed,建议修改稿：不公开患者素材；如确需处理，应先核验单独同意、使用范围、期限和脱敏措施。,改写建议,微信;小红书;抖音,医疗美容,service_information,low,通过删除主张、补充条件或转人工复核降低风险。,删除或充分脱敏;禁止疗效证明,不公开患者素材；如确需处理，应先核验单独同意、使用范围、期限和脱敏措施。,单独同意、脱敏前后对照和使用范围说明,false,待法务复核,处理策略示例
E100141,R-A15-104,prohibited,运营准备将包含“病例分享”的客户素材发布到多个宣传平台。,运营宣传或咨询,微信;小红书;抖音,医疗美容,medical_advertisement,critical,公开患者病历、诊断名称、检查报告、处方、用药史、过敏史或手术记录等医疗健康信息。,停止公开;删除身份和健康信息,,单独同意、脱敏和用途说明,false,待法务复核,新增规则明确风险样本
E100142,R-A15-104,boundary,内容使用“病历截图”，但当前无法确认是否有真实资质、授权、价格依据或平台报备。,边界场景,微信;小红书;抖音,医疗美容,uncertain,high,需要结合证据、主体身份、发布平台和完整上下文判断。,暂停发布;补充证明材料;人工复核,,单独同意、脱敏和用途说明,false,待法务复核,边界样本
E100143,R-A15-104,compliant,合规处理：仅在诊疗必要范围内处理；用于科研教学需依法脱敏并符合相关要求。,合规化表达,微信;小红书;抖音,医疗美容,service_information,low,未使用高风险主张，并保留必要条件或证据要求。,,,单独同意、脱敏和用途说明,true,待法务复核,合规反例
E100144,R-A15-104,conditionally_allowed,建议修改稿：不公开患者素材；如确需处理，应先核验单独同意、使用范围、期限和脱敏措施。,改写建议,微信;小红书;抖音,医疗美容,service_information,low,通过删除主张、补充条件或转人工复核降低风险。,停止公开;删除身份和健康信息,不公开患者素材；如确需处理，应先核验单独同意、使用范围、期限和脱敏措施。,单独同意、脱敏和用途说明,false,待法务复核,处理策略示例
E100145,R-A15-105,prohibited,运营准备将包含“AI测脸”的客户素材发布到多个宣传平台。,运营宣传或咨询,微信;小红书;抖音,医疗美容,diagnosis_communication,critical,采集或公开高清面部、面部特征分析、声纹、指纹、私密部位影像等生物识别或高度私密信息用于营销、AI分析或案例展示。,停止非必要处理;补充单独同意和保护措施,,单独同意、必要性评估、数据保护措施,false,待法务复核,新增规则明确风险样本
E100146,R-A15-105,boundary,内容使用“人脸扫描”，但当前无法确认是否有真实资质、授权、价格依据或平台报备。,边界场景,微信;小红书;抖音,医疗美容,uncertain,high,需要结合证据、主体身份、发布平台和完整上下文判断。,暂停发布;补充证明材料;人工复核,,单独同意、必要性评估、数据保护措施,false,待法务复核,边界样本
E100147,R-A15-105,compliant,合规处理：确有特定目的和充分必要性，取得单独同意并采取严格保护措施。,合规化表达,微信;小红书;抖音,医疗美容,service_information,low,未使用高风险主张，并保留必要条件或证据要求。,,,单独同意、必要性评估、数据保护措施,true,待法务复核,合规反例
E100148,R-A15-105,conditionally_allowed,建议修改稿：不公开患者素材；如确需处理，应先核验单独同意、使用范围、期限和脱敏措施。,改写建议,微信;小红书;抖音,医疗美容,service_information,low,通过删除主张、补充条件或转人工复核降低风险。,停止非必要处理;补充单独同意和保护措施,不公开患者素材；如确需处理，应先核验单独同意、使用范围、期限和脱敏措施。,单独同意、必要性评估、数据保护措施,false,待法务复核,处理策略示例
E100149,R-A15-106,prohibited,运营准备将包含“二次使用”的客户素材发布到多个宣传平台。,运营宣传或咨询,微信;小红书;抖音,医疗美容,medical_advertisement,critical,患者仅同意用于诊疗、内部记录或某一平台，但机构随后用于广告、其他平台、长期素材库或第三方合作。,停止二次使用;重新取得明确授权,,原授权书与新增授权书,false,待法务复核,新增规则明确风险样本
E100150,R-A15-106,boundary,内容使用“跨平台发布”，但当前无法确认是否有真实资质、授权、价格依据或平台报备。,边界场景,微信;小红书;抖音,医疗美容,uncertain,high,需要结合证据、主体身份、发布平台和完整上下文判断。,暂停发布;补充证明材料;人工复核,,原授权书与新增授权书,false,待法务复核,边界样本
E100151,R-A15-106,compliant,合规处理：重新取得覆盖当前用途、平台、期限和接收方的单独同意。,合规化表达,微信;小红书;抖音,医疗美容,service_information,low,未使用高风险主张，并保留必要条件或证据要求。,,,原授权书与新增授权书,true,待法务复核,合规反例
E100152,R-A15-106,conditionally_allowed,建议修改稿：不公开患者素材；如确需处理，应先核验单独同意、使用范围、期限和脱敏措施。,改写建议,微信;小红书;抖音,医疗美容,service_information,low,通过删除主张、补充条件或转人工复核降低风险。,停止二次使用;重新取得明确授权,不公开患者素材；如确需处理，应先核验单独同意、使用范围、期限和脱敏措施。,原授权书与新增授权书,false,待法务复核,处理策略示例
E100153,R-A15-107,prohibited,运营准备将包含“撤回授权”的客户素材发布到多个宣传平台。,运营宣传或咨询,微信;小红书;抖音,医疗美容,medical_advertisement,high,患者撤回肖像或个人信息使用同意后，仍继续发布、投放或保留公开素材，或设置不合理撤回障碍。,立即停止传播并处理删除请求,,撤回记录、下架记录和必要保存依据,false,待法务复核,新增规则明确风险样本
E100154,R-A15-107,boundary,内容使用“要求删图”，但当前无法确认是否有真实资质、授权、价格依据或平台报备。,边界场景,微信;小红书;抖音,医疗美容,uncertain,high,需要结合证据、主体身份、发布平台和完整上下文判断。,暂停发布;补充证明材料;人工复核,,撤回记录、下架记录和必要保存依据,false,待法务复核,边界样本
E100155,R-A15-107,compliant,合规处理：停止后续处理并在合理范围内删除或下架，法律另有保存义务的除外。,合规化表达,微信;小红书;抖音,医疗美容,service_information,low,未使用高风险主张，并保留必要条件或证据要求。,,,撤回记录、下架记录和必要保存依据,true,待法务复核,合规反例
E100156,R-A15-107,conditionally_allowed,建议修改稿：不公开患者素材；如确需处理，应先核验单独同意、使用范围、期限和脱敏措施。,改写建议,微信;小红书;抖音,医疗美容,service_information,low,通过删除主张、补充条件或转人工复核降低风险。,立即停止传播并处理删除请求,不公开患者素材；如确需处理，应先核验单独同意、使用范围、期限和脱敏措施。,撤回记录、下架记录和必要保存依据,false,待法务复核,处理策略示例
