rule_id,rule_name,category_code,category_name,rule_description,semantic_rule,legal_conclusion,risk_level,basis_type,applicable_business_domain,applicable_content_legal_nature,prohibited_context,allowed_context,evidence_requirement,qualification_requirement,system_action,auto_rewrite_allowed,replacement_strategy,manual_review_required,confidence,review_status,reviewer,effective_status,version,created_at,updated_at,update_reason,updated_source_id,rule_dimension,review_level,notes
R-A03-004,轻描淡写型安全暗示,A03,安全性和无风险承诺,使用就像打针一样/比打针还简单/跟做面膜差不多等将医疗美容项目类比为日常简单操作的表达，弱化医疗风险感知。,检测就像/跟XX一样/比XX还简单+日常行为(打针/做面膜/按摩/化妆)的类比;暗示医疗美容风险可忽略,explicitly_prohibited,critical,law,医疗美容,medical_advertisement,任何商业推广中将医美项目类比为日常活动,无,,,block,false,删除主张;客观说明项目性质,true,高,已审核,,active,1.0,2026-07-27,2026-07-27,,,medical_efficacy_risk,L1,
R-A03-005,免担忧/放宽心型安全暗示,A03,安全性和无风险承诺,使用不用担心/完全放心/闭着眼睛都能做/害怕是多余的等表达，暗示消费者无需对治疗安全有任何担忧。,检测不用担心/放心/安心/害怕是多余的/瞎担心+治疗/项目/手术;闭着眼睛都能做/随便做,explicitly_prohibited,critical,law,医疗美容,medical_advertisement,任何商业推广,无,,,block,false,删除主张;改为客观风险说明,true,高,已审核,,active,1.0,2026-07-27,2026-07-27,,,medical_efficacy_risk,L1,
R-A03-006,零影响生活型恢复承诺,A03,安全性和无风险承诺,使用做完就能上班/不影响工作/第二天就能化妆/做完就能约会等暗示治疗对日常生活完全无影响的表达。属于隐性安全承诺。,检测做完+就/就能/马上可以+正常活动(上班/化妆/约会/逛街/运动);不影响+工作/生活/学习,conditionally_prohibited,high,law,医疗美容,medical_advertisement,广告中的无恢复期承诺,客观术后护理指导(如'多数人X天后可恢复日常办公'，不构成绝对承诺),,,mandatory_human_review,false,改为客观恢复信息;增加个体差异说明,true,高,已审核,,active,1.0,2026-07-27,2026-07-27,,,medical_efficacy_risk,L2,交叉A04时间承诺
R-A03-007,国际认证安全性暗示,A03,安全性和无风险承诺,使用通过XX国际安全认证/FDA认证/欧盟CE认证安全/符合国际安全标准等暗示设备和产品具有国际级别的安全性保证。认证可能属实，但不能作安全承诺广告。,检测通过/获得+国际/FDA/CE/ISO+认证/批准+安全/可靠;符合国际安全标准,conditionally_prohibited,high,law;department_rule,医疗美容,medical_advertisement,以认证为据进行安全承诺,客观表述认证事实(不引申为安全承诺)，且认证真实有效可验证,认证证书原件及翻译公证件,认证证书,request_evidence,false,改为客观认证陈述;增加安全提示,true,高,已审核,,active,1.0,2026-07-27,2026-07-27,,,medical_efficacy_risk,L2,认证为真也不得用作安全承诺广告
R-A03-008,特殊人群安全性暗示,A03,安全性和无风险承诺,使用孕妇可用/敏感肌绝对安全/哺乳期也可以做等针对特殊人群的安全性暗示。特殊人群本身是高风险群体，此类暗示有严重误导风险。,检测孕妇/哺乳期/敏感肌/过敏体质+可用/能做/安全;经期/备孕期+放心做,explicitly_prohibited,critical,law,医疗美容,medical_advertisement,任何商业推广,由执业医师在诊室内对患者进行个体化的安全评估说明(非广告),,,block,false,删除主张;客观说明禁忌人群,true,高,已审核,,active,1.0,2026-07-27,2026-07-27,,,medical_efficacy_risk,L1,
R-A04-002,即时/立竿见影型效果承诺,A04,效果时间和持续时间承诺,使用做完就能看到/立竿见影/即刻见效/马上看出来等表达，承诺治疗后即刻就能看到效果。属于时间性的功效保证。,检测做完/刚做完/即刻/马上/立刻/当下/当场+就能看到/看出来/见效/变化;立竿见影,explicitly_prohibited,critical,law,医疗美容,medical_advertisement,任何商业推广,无,,,block,false,删除主张;增加个体差异说明,true,高,已审核,,active,1.0,2026-07-27,2026-07-27,,,medical_efficacy_risk,L1,
R-A04-003,效果持续时长担保,A04,效果时间和持续时间承诺,使用效果保持X年/可以维持X年/X年不用再做等表达，对医美效果的持续时间作出确定性担保。,检测保持/维持/持续+X年/个月;X年/个月+不用/不需要+再做/补做,explicitly_prohibited,critical,law,医疗美容,medical_advertisement,任何商业推广,临床研究中观察到的平均维持时间(需标注个体差异且不构成保证),,,block,false,删除主张;增加个体差异说明,true,高,已审核,,active,1.0,2026-07-27,2026-07-27,,,medical_efficacy_risk,L1,交叉A02-002永久有效的短期版本
R-A04-004,加速恢复/特殊体质型时间承诺,A04,效果时间和持续时间承诺,使用恢复速度比别人快/比正常人恢复快一倍/N倍速度恢复等比较性质的恢复时间承诺。,检测恢复+速度+比+快;恢复+快+X倍/一倍;特殊体质恢复快/体质好恢复快,explicitly_prohibited,critical,law,医疗美容,medical_advertisement,任何商业推广,无(个体恢复差异无法预测),,,block,false,删除主张;客观说明一般恢复周期,true,高,已审核,,active,1.0,2026-07-27,2026-07-27,,,medical_efficacy_risk,L1,
R-A04-005,超短期/午休式时间承诺,A04,效果时间和持续时间承诺,使用午休式美容/午饭时间搞定/半小时变美/当天恢复等表达，将医美项目形容为可利用极短碎片时间完成的简单操作。,检测午休/午饭/下午茶/半小时/一小时/X分钟+式/搞定/变美/恢复;当天/隔天+出门/上班,conditionally_prohibited,high,law,医疗美容,medical_advertisement,广告中暗示无恢复期、不占用正常时间,客观描述治疗时长(如'治疗过程约30分钟')不暗示无恢复期,,,mandatory_human_review,false,改为客观时长描述;增加恢复说明,true,高,已审核,,active,1.0,2026-07-27,2026-07-27,,,medical_efficacy_risk,L2,
R-A04-006,年龄倒退型时间承诺,A04,效果时间和持续时间承诺,使用做完年轻X岁/一下子回到X岁/重返青春等表达，承诺治疗后可以实现与年龄相关的效果倒退。,检测年轻/回到/重返+X岁;回到/重返+青春/少女时代;像X岁一样,explicitly_prohibited,critical,law,医疗美容,medical_advertisement,任何商业推广,无,,,block,false,删除主张,true,高,已审核,,active,1.0,2026-07-27,2026-07-27,,,medical_efficacy_risk,L1,交叉A13伪科学
R-A04-007,疗程/次数保证型时间承诺,A04,效果时间和持续时间承诺,使用一个疗程必定见效/X次治疗全好/X次包满意等以治疗次数为保证的效果承诺。,检测(一个/X次)+疗程/次/回+必定/一定/包/保证+见效/治愈/满意/好,explicitly_prohibited,critical,law,医疗美容,medical_advertisement,任何商业推广,无,,,block,false,删除主张;增加个体差异说明,true,高,已审核,,active,1.0,2026-07-27,2026-07-27,,,medical_efficacy_risk,L1,
R-A04-008,特定时段/场景型时间承诺,A04,效果时间和持续时间承诺,使用一周内搞定/本月变美/度假前搞定/婚礼前变美等承诺具体时间节点前达到效果，利用消费者时间焦虑诱导消费。,检测+X天内/前+搞定/变美/恢复;度假/婚礼/聚会/见家长/过年+前+搞定/变美,explicitly_prohibited,critical,law,医疗美容,medical_advertisement,任何商业推广中承诺特定期限前达到效果,无,,,block,false,删除主张;改为建议提前规划的客观提醒,true,高,已审核,,active,1.0,2026-07-27,2026-07-27,,,medical_efficacy_risk,L1,交叉A08价格诱导(焦虑驱动)
R-A07-002,累计病例/手术量数据,A07,荣誉排名和数据宣传,使用已完成X万例/累计案例超X万/每年服务X万人等宣传手术量的表达。数据无法验证则构成虚假宣传;即使数据真实，可能暗示安全性(做得多=安全)构成变相担保。,检测(超过/完成/累计/已做/达)+数字+(例/万台/人次/万人);每年/每日+服务/接诊+数字,conditionally_prohibited,high,law;regulatory_guideline,医疗美容,medical_advertisement,无来源无统计方法的病例数据宣传,有完整统计方法和原始数据、且标注来源和统计日期,院内HIS系统统计报告(经第三方审计)及数据说明,,request_evidence,false,补充证明材料;删除主张,true,高,已审核,,active,1.0,2026-07-27,2026-07-27,,,expression_risk,L2,S0013引证内容执法指南适用
R-A07-003,增长率/复购率数据,A07,荣誉排名和数据宣传,使用年增长XXX%/复购率XX%/回头客占比XX%等动态数据宣传增长趋势。此类数据极易通过选择基数或时间范围操控，必须标明来源、基数和计算方式。,检测年增长/同比增长/复购率/回头率/转介绍率+百分比;增长+X倍,conditionally_prohibited,high,law;regulatory_guideline,医疗美容,medical_advertisement,无来源的增长数据宣传,有第三方审计财务数据或官方统计支撑,经审计的财务或经营数据报告,,request_evidence,false,补充证明材料;删除主张,true,高,已审核,,active,1.0,2026-07-27,2026-07-27,,,expression_risk,L2,
R-A07-004,用户规模/城市排名数据,A07,荣誉排名和数据宣传,使用服务超过XX万人/X城市排名第一/XX地区最大的医美机构等用户规模或地域排名表达。,检测服务超过/为/覆盖+数字+万人/人/客户;X城市/地区+排名/最大/第一/首选+医美/整形,conditionally_prohibited,high,law;regulatory_guideline,医疗美容,medical_advertisement,无来源无法验证的规模和排名,有权威第三方发布的城市排名或市场报告,第三方发布的排名报告或市场研究报告,,request_evidence,false,补充证明材料;删除主张,true,高,已审核,,active,1.0,2026-07-27,2026-07-27,,,expression_risk,L2,
R-A07-005,媒体背书型数据宣传,A07,荣誉排名和数据宣传,使用CCTV报道/XX电视台推荐/被XX媒体报道/上过XX节目等以媒体曝光或报道暗示专业认可和市场地位。媒体报道不等于疗效和质量背书。,检测XX(媒体名)+报道/推荐/采访/上榜;登上+XX节目/频道;央视/卫视/权威媒体+认可/推荐,conditionally_prohibited,high,law,医疗美容,medical_advertisement,利用媒体报道作疗效或资质背书,客观陈述'XX媒体曾对本机构进行过新闻报道'(附报道链接且不引申为认可),媒体报道原文链接及发布时间,,mandatory_human_review,false,补充证明材料;改为客观信息,true,高,已审核,,active,1.0,2026-07-27,2026-07-27,,,expression_risk,L2,S0012十五条:不得以新闻报道形式变相发布广告
R-A07-006,奖项/认证/示范单位,A07,荣誉排名和数据宣传,使用获得XX大奖/评为XX示范单位/XX级重点学科等荣誉或认证。奖项可能真实，但需标明颁发机构和时间;无法验证则构成虚假宣传。,检测获得/荣获/被评为/授予+XX奖/XX称号/示范单位/重点学科/优秀;XX认证/XX评定,conditionally_prohibited,high,law,医疗美容,medical_advertisement,无证据或过期无效的奖项宣传,有官方颁发文件且在有效期内的奖项，明确标注颁发机构和时间,奖项证书/牌匾照片及颁发机构可验证信息,,request_evidence,false,补充证明材料,true,高,已审核,,active,1.0,2026-07-27,2026-07-27,,,expression_risk,L3,
R-A07-007,市场占有率/行业排名数据,A07,荣誉排名和数据宣传,使用市场占有率XX%/医美行业X强/国内X大品牌等涉及市场占有和行业排名数据。需标明数据来源、统计范围和时间。,检测市场占有率/市场份额+百分比;行业+前X/第X/X强/X大/X品牌;行业排名,conditionally_prohibited,high,law;regulatory_guideline,医疗美容,medical_advertisement,无来源的占有率和排名,有权威第三方市场研究报告支撑且标明出处和截止日期,第三方市场研究机构出具的排名报告,,request_evidence,false,补充证明材料;删除主张,true,高,已审核,,active,1.0,2026-07-27,2026-07-27,,,expression_risk,L2,
R-A07-008,消费者调研/满意度数据,A07,荣誉排名和数据宣传,使用XX%客户推荐/满意度调查显示XX%/客户好评率XX%等基于消费者调研的数据。调研方法、样本量、调查时间必须透明可验证。,检测客户/消费者/用户+满意度/好评率/推荐率/选择率+百分比;调查显示/调研发现+XX%,conditionally_prohibited,high,law;regulatory_guideline,医疗美容,medical_advertisement,无法验证调研方法论的满意度数据,有完整调研方案、样本量和原始数据的第三方调研报告,第三方调研机构出具的完整调研报告,,request_evidence,false,补充证明材料;删除主张,true,高,已审核,,active,1.0,2026-07-27,2026-07-27,,,expression_risk,L2,
R-A07-009,专利/进口/原研数据,A07,荣誉排名和数据宣传,使用拥有X项专利/X国进口/X国原研/获得国家专利等技术和来源数据。专利和进口本身不等于效果和安全性优越。,检测拥有/获得+X项/多个+专利/国家专利/发明专利;X国+进口/原研/原装;XX技术+专利号,conditionally_prohibited,medium,law;regulatory_guideline,医疗美容,medical_advertisement,以专利数量或进口来源暗示效果优越,如实标注专利号和专利名称、如实标注进口注册证号，不引申为效果承诺,专利证书/进口医疗器械注册证,对应专利或注册证,request_evidence,false,补充证明材料;改为客观标注,true,中,已审核,,active,1.0,2026-07-27,2026-07-27,,,expression_risk,L3,
R-A07-010,学术/科研地位数据,A07,荣誉排名和数据宣传,使用发表X篇SCI论文/参与X项国家标准制定/X个临床研究基地等学术和科研数据暗示专业领先地位。需真实可验证，且不引申为临床效果保证。,检测发表/SCI/核心期刊+数字+篇;参与/主持+数字+项+国家级/省部级+课题/标准/指南;临床研究/教学基地,conditionally_prohibited,medium,law,医疗美容,medical_advertisement,虚构或夸大科研数据、以科研数据直接推导临床效果,有真实论文/课题/标准可查的客观学术成果展示(不引申为效果保证),论文检索号/课题立项书/标准文本,,request_evidence,false,补充证明材料;改为客观信息,true,中,已审核,,active,1.0,2026-07-27,2026-07-27,,,expression_risk,L3,
R-A05-003,变相对比：时间线/日记式效果展示,A05,效果对比和案例证明,使用'第1天/第7天/第30天'时间线或日记式记录展示治疗过程变化，虽未使用'前后对比'字样，但实质仍为效果对比展示。以时间序列呈现形态变化等同于术前术后对比。,检测时间线格式(第X天/Day X/X天后/一周后/一个月后)+形态变化描述(红肿消退/变细/变白/恢复/变化)，判断是否构成效果对比展示意图。,explicitly_prohibited,critical,law;regulatory_guideline,医疗美容,medical_advertisement,任何对外发布的时间线效果展示,术后护理指导中仅描述护理行为(如'第3天开始可轻柔清洁')，不描述效果变化,,,block,false,删除主张,true,高,已审核,,active,1.0,2026-07-27,2026-07-27,,,medical_efficacy_risk,L1,变相手法，实质仍为效果对比
R-A05-004,视频/动图形式的术前术后对比,A05,效果对比和案例证明,使用短视频、动图、时间流逝视频(lapse video)等形式展示治疗前后变化。视频形式对比图更具说服力和传播力，但法律禁止逻辑与图片对比相同。,视频内容需独立视觉模型检测，文字层面检测'效果视频/变化过程/恢复全程/蜕变记录'等提示词及视频标题描述。,explicitly_prohibited,critical,law;regulatory_guideline,医疗美容,medical_advertisement,任何对外发布的视频效果对比,无,,,block,false,删除主张,true,高,已审核,,active,1.0,2026-07-27,2026-07-27,,,medical_efficacy_risk,L1,媒体形式不影响违规认定
R-A05-005,效果数据展示型对比,A05,效果对比和案例证明,使用'改善率XX%/满意度XX%/.XX%用户认可'等数据化效果展示替代视觉对比，实质仍为效果证明。数据来源无法验证时构成虚假宣传，即使数据属实也属于利用统计资料作效果证明。,检测改善率/有效率/满意度/认可率+百分比(指向具体项目效果的)，判断是否用于证明特定项目效果。,explicitly_prohibited,critical,law;regulatory_guideline,医疗美容,medical_advertisement,任何用于证明具体项目效果的数据展示,不指向具体项目效果的通用客户服务满意度(如'XX%客户对服务态度满意'),,,block,false,删除主张,true,高,已审核,,active,1.0,2026-07-27,2026-07-27,,,medical_efficacy_risk,L1,交叉A07数据宣传和A05对比展示
R-A05-006,暗示型/间接对比(你看人家做了XX),A05,效果对比和案例证明,使用'你看人家做了XX后的样子/人家做完的变化/对比一下你就知道了'等暗示性表达引导用户想象效果对比，虽未直接展示对比图，但语义上引导效果对比联想。构成变相效果对比展示。,检测你看/看看/对比一下/想象一下+人家/别人/她/他+做完/做了+变化/样子/效果等暗示对比句式。,conditionally_prohibited,high,law;regulatory_guideline,医疗美容,medical_advertisement,广告或推广中暗示用户联想效果对比,不指向具体医美效果的审美讨论(如'你看这种风格好不好看'),,,mandatory_human_review,false,人工审核,true,中,已审核,,active,1.0,2026-07-27,2026-07-27,,,expression_risk,L2,语义风险，需结合语境判断
R-A05-007,素人/KOL医美体验分享型案例,A05,效果对比和案例证明,素人或KOL以个人体验分享形式发布医美项目过程记录，常含术前术后变化描述。当分享涉及具体项目效果变化时，实质为患者见证，构成利用患者名义作证明。不论是否标注'个人体验'，涉及疗效描述的分享同样违规。,检测个人体验/亲测/分享/日记/记录+项目名称+效果变化描述的组合。区分纯流程分享(不涉及效果描述)与效果证明型分享。,explicitly_prohibited,critical,law;regulatory_guideline,医疗美容,medical_advertisement,涉及具体项目效果变化的体验分享,仅描述服务流程和体验感受的分享(如'面诊流程/咨询体验/服务态度')，不涉及效果描述,,,block,false,删除主张,true,高,已审核,,active,1.0,2026-07-27,2026-07-27,,,medical_efficacy_risk,L1,'个人体验'标注不改变违规性质
R-A06-003,虚构/冒充医生资质,A06,医生和机构资质宣传,虚构或冒充执业医师资质，如冒用他人执业证书编号、伪造职称、虚构从业经历等。属于虚假广告中最严重的情形，可能涉及刑事欺诈。,检测医生介绍中的资质声称是否与国家卫健委执业医师注册信息可验证匹配。重点关注:证书编号格式异常/职称与注册范围不符/从业年限超出合理范围。,explicitly_prohibited,critical,law;criminal_law,医疗美容,medical_advertisement,任何虚构资质的宣传,无,国家卫健委执业医师注册信息系统验证截图,真实执业医师资格证,block,false,删除主张;报警,true,高,已审核,,active,1.0,2026-07-27,2026-07-27,,,legal_risk,L1,涉嫌欺诈时需升级处理
R-A06-004,擅自使用学术头衔/荣誉称号,A06,医生和机构资质宣传,未经授权或未取得相应资质，擅自使用学术头衔或荣誉称号，如'XX学会会长/XX学科带头人/XX大学特聘教授/XX协会理事'等。即使头衔真实，在广告中使用仍需确保可验证且不暗示医疗效果优越。,检测学会/协会/学科/大学+会长/理事/带头人/特聘/教授/委员等学术头衔修饰医生。区分真实可验证头衔与虚构/过期头衔。,conditionally_prohibited,high,law,医疗美容,medical_advertisement,无法验证或虚构的学术头衔;真实头衔但暗示效果优越,真实可验证的学术头衔且客观列明(如'中华医学会XX分会会员，编号XXX')，不暗示医疗效果,相关学会/协会/机构出具的在职证明或会员证,,request_evidence,false,补充证明材料;改为客观信息,true,高,已审核,,active,1.0,2026-07-27,2026-07-27,,,legal_risk,L3,
R-A06-005,非执业医师以专家身份推介,A06,医生和机构资质宣传,非执业医师(如咨询师/培训师/美容师/网红)以专家、医生、老师等身份从事医美推介或诊断推荐。违反S0005医师法第十六条关于非医师行医的禁止性规定，S0012第十一条禁止利用医务人员名义推荐。,检测自称或暗示为专家/医生/老师/导师+给出诊断或项目推荐。需交叉验证自称身份是否与执业医师注册信息匹配。,explicitly_prohibited,critical,law;department_rule,医疗美容,medical_advertisement,任何非执业医师以专家身份进行医美推介,无,,,block,false,删除主张;报警,true,高,已审核,,active,1.0,2026-07-27,2026-07-27,,,legal_risk,L1,涉嫌非法行医时需升级处理
R-A06-006,资质过期/未更新仍宣传,A06,医生和机构资质宣传,使用已过期或未更新的资质信息进行宣传，如展示过期的认证证书、已注销的执业许可证、失效的审查证明等。过期资质宣传等同于虚假资质宣传。,检测宣传中提及的资质是否标注有效期且在有效期内。重点关注:认证/注册证/执业许可证+无有效期/有效期已过。,explicitly_prohibited,high,law,医疗美容,medical_advertisement,使用过期资质进行宣传,真实有效且在有效期内的资质信息，明确标注有效期截止日期,相关资质的最新有效期证明,,request_evidence,false,补充证明材料;删除过期信息,true,高,已审核,,active,1.0,2026-07-27,2026-07-27,,,legal_risk,L2,
R-A06-007,虚构或夸大合作关系,A06,医生和机构资质宣传,虚构或夸大与知名医院、大学、科研机构的合作关系，如'与XX医院战略合作/XX大学附属医院/XX科研机构联合研发'等。无法提供合作协议则构成虚假宣传。,检测与XX(医院/大学/研究所/机构)+合作/战略合作/联合/附属/研发/共建等合作关系表述。,conditionally_prohibited,high,law,医疗美容,medical_advertisement,无法提供正式合作协议的合作关系宣传,有正式合作协议或合同且可验证的合作关系陈述,正式合作协议或合同原件,,request_evidence,false,补充证明材料;删除主张,true,高,已审核,,active,1.0,2026-07-27,2026-07-27,,,legal_risk,L2,
R-A10-002,线上问诊/远程诊断型建议,A10,医疗诊断和个体化治疗建议,通过线上文字/语音/视频问诊形式，对用户进行诊断或给出个体化治疗建议。远程医疗需符合互联网诊疗管理规定，非执业医师或非合规平台的远程诊断同样违规。S0014第四条(二)禁止向未取得许可证的机构提供导购咨询。,检测线上/远程/网络+问诊/面诊/诊断/建议+治疗方案/项目推荐的组合。判断是否由合规执业医师在合规平台进行。,conditionally_prohibited,high,department_rule;administrative_regulation,医疗美容,diagnosis_communication,非执业医师的远程诊断;非合规平台的医疗咨询导购,合规执业医师在合规互联网诊疗平台上按规范进行的初诊(需符合互联网诊疗管理办法),互联网诊疗平台资质证明、执业医师注册信息,执业医师资格+互联网诊疗平台备案,mandatory_human_review,false,改为建议到院面诊,true,高,已审核,,active,1.0,2026-07-27,2026-07-27,,,legal_risk,L2,
R-A10-003,社群/直播中群体性诊断推荐,A10,医疗诊断和个体化治疗建议,在社群或直播场景中对多名用户同时进行诊断或给出治疗建议，如'脸上有斑的姐妹做XX/毛孔粗大就做XX/法令纹深适合XX'。群体性诊断虽然不针对特定个体，但仍构成医疗诊断建议的对外发布。,检测脸上有XX的+就/适合/应该+做XX(项目)等群体指向型诊断推荐句式;直播/社群语境中批量推荐项目。,explicitly_prohibited,critical,department_rule,医疗美容,medical_advertisement,任何非执业医师在社群/直播中的群体性诊断推荐,执业医师在合规平台上的健康科普(不给出个体化诊断结论),,,block,false,改为建议到院由执业医师面诊评估,true,高,已审核,,active,1.0,2026-07-27,2026-07-27,,,legal_risk,L1,
R-A10-004,AI/算法自动推荐治疗方案,A10,医疗诊断和个体化治疗建议,使用AI诊断、智能面诊、算法推荐等自动化系统为用户提供个体化治疗方案推荐。当前AI辅助诊断在医美领域尚无合规法律框架，自动推荐治疗方案可能构成非法诊断。,检测AI诊断/智能面诊/算法推荐/系统匹配+项目/方案/治疗等自动推荐表述。,conditionally_prohibited,high,department_rule;administrative_regulation,医疗美容,diagnosis_communication,AI系统自动给出确定性诊断结论或具体项目推荐,AI仅作为执业医师辅助工具(最终诊断由执业医师确认);AI仅提供项目科普信息(不构成诊断),,,mandatory_human_review,false,改为建议到院由执业医师面诊评估,true,中,已审核,,active,1.0,2026-07-27,2026-07-27,,,legal_risk,L2,AI医美诊断的法律框架尚在建设中
R-A10-005,术前必做/不做就XX型强制建议,A10,医疗诊断和个体化治疗建议,使用'你一定要做XX/不做XX会越来越严重/不治疗就XX'等强制性建议表达，将非必要的医美项目包装为必须治疗，构成诊断建议与焦虑制造的双重违规。,检测一定要/必须做/不做会/不治疗就+越来越/会恶化/更严重等强制建议句式。,explicitly_prohibited,critical,law;department_rule,医疗美容,medical_advertisement,任何强制型治疗建议,无,,,block,false,删除主张;改为建议到院评估,true,高,已审核,,active,1.0,2026-07-27,2026-07-27,,,legal_risk,L1,交叉A09焦虑制造
R-A10-006,症状对应项目速查表/诊断对照表,A10,医疗诊断和个体化治疗建议,发布症状-项目对照表、诊断速查表等将特定容貌特征或症状直接对应到特定医美项目的内容，如'毛孔粗→做XX/法令纹→做XX/黑眼圈→做XX'。相当于批量诊断推荐的表格化版本。,检测表格/列表/对照表/速查表形式中症状(毛孔粗/法令纹/黑眼圈/松弛)+→/对应/推荐+项目名称。,explicitly_prohibited,critical,department_rule,医疗美容,medical_advertisement,任何症状-项目对照表或诊断速查表,执业医师在诊室内使用的个体化评估工具(非公开),,,block,false,删除主张,true,高,已审核,,active,1.0,2026-07-27,2026-07-27,,,legal_risk,L1,
R-A11-002,处方药未标明处方药性质,A11,药品医疗器械和项目宣传,宣传处方药时未标明'本产品为处方药，须凭执业医师处方购买和使用'的警示语。广告法第十五条要求处方药广告必须显著标明警示语。,检测处方药名称(如A型肉毒毒素/利多卡因等)出现在广告内容中且缺少'处方药'警示标注。,explicitly_prohibited,critical,law,医疗美容,medical_advertisement,处方药广告未标明警示语,处方药广告显著标明'本产品为处方药，须凭执业医师处方购买和使用'且附处方药标识,,,block,false,补充处方药警示标注,true,高,已审核,,active,1.0,2026-07-27,2026-07-27,,,legal_risk,L1,
R-A11-003,将化妆品/日用品宣传为具有医疗功效,A11,药品医疗器械和项目宣传,将普通化妆品、护肤品或日用品宣传为具有医疗美容功效，如'XX面膜可以医美级修复/XX精华替代激光治疗/XX护肤品媲美水光针效果'。化妆品不得宣称医疗功效，属于虚假宣传。,检测化妆品/护肤品/日用品名称+医美级/替代/媲美/媲美XX(项目)效果/达到XX(项目)效果等医疗功效类比。,explicitly_prohibited,critical,law,医疗美容,medical_advertisement,任何化妆品宣传医疗功效,化妆品在其备案功效范围内如实宣传(如'保湿/滋润'等已备案功效),,,block,false,删除医疗功效主张,true,高,已审核,,active,1.0,2026-07-27,2026-07-27,,,medical_efficacy_risk,L1,交叉A02功效承诺
R-A11-004,未经审批的进口药品/器械宣传,A11,药品医疗器械和项目宣传,宣传未经中国国家药监局注册审批的进口药品或医疗器械，或以'海外最新/XX国最新上市'等暗示未经审批的海外产品。在中国境内使用未经注册的医疗器械和药品属于违法行为。,检测XX国最新/海外最新/XX国上市/未在国内上市+药品/器械/设备名称。需交叉验证是否持有中国NMPA注册证。,explicitly_prohibited,critical,law;administrative_regulation,医疗美容,medical_advertisement,宣传未取得中国注册证的进口药品或医疗器械,已取得中国NMPA注册证且按注册范围如实宣传的进口产品,中国NMPA医疗器械注册证或药品注册批件,对应注册证,block,false,删除主张;补充注册证信息,true,高,已审核,,active,1.0,2026-07-27,2026-07-27,,,legal_risk,L1,
R-A11-005,注射材料/填充物成分隐瞒或虚假标注,A11,药品医疗器械和项目宣传,隐瞒或虚假标注注射材料或填充物的真实成分，如将未获批准的填充物标注为'玻尿酸'/将工业级材料标注为'医用级'。属于严重的虚假宣传，可能危害消费者安全。,检测注射/填充/植入+材料名称(玻尿酸/胶原蛋白/PLLA等)，判断是否与注册证批准的成分一致。重点关注:成分标注与注册证不符/工业级冒充医用级。,explicitly_prohibited,critical,law;criminal_law,医疗美容,medical_advertisement,任何隐瞒或虚假标注成分的宣传,如实标注产品名称、成分、注册证编号(与注册证一致),医疗器械注册证(含成分信息),对应注册证,block,false,删除主张;补充真实成分信息,true,高,已审核,,active,1.0,2026-07-27,2026-07-27,,,legal_risk,L1,涉及安全危害时需升级处理
R-A11-006,项目名称虚构/混淆规避审查,A11,药品医疗器械和项目宣传,将手术类项目包装为非手术名称以规避广告审查，如将'隆鼻手术'包装为'鼻部精雕护理'、将'吸脂手术'包装为'体态管理塑形'。项目名称混淆导致消费者无法准确了解治疗性质，也规避了医疗广告审查要求。,检测项目名称是否与实际医疗行为性质匹配。重点关注:手术类项目使用护理/管理/保养等非手术词汇包装。,explicitly_prohibited,high,law;department_rule,医疗美容,medical_advertisement,将手术项目包装为非手术名称规避审查,使用经广告审查证明批准的项目名称如实表述,广告审查证明(含项目名称),,mandatory_human_review,false,改为经审查批准的项目名称,true,中,已审核,,active,1.0,2026-07-27,2026-07-27,,,legal_risk,L2,
R-A11-007,禁用药品/器械的变相宣传,A11,药品医疗器械和项目宣传,对国家明令禁止在医美领域使用的药品或器械进行变相宣传，如宣传'奥美定取出修复'(实际暗示奥美定仍可使用)、或以'XX替代方案'名义宣传已被禁用的产品。禁用产品的任何正面宣传均属违法。,检测禁用产品名称(奥美定/骨粉/液态硅胶等)或其替代/修复关联表述在广告中出现。,explicitly_prohibited,critical,law;administrative_regulation,医疗美容,medical_advertisement,任何涉及禁用药品/器械的宣传,合规的取出修复手术客观说明(不宣传禁用产品本身),,,block,false,删除主张,true,高,已审核,,active,1.0,2026-07-27,2026-07-27,,,legal_risk,L1,
R-A12-002,医务人员/专家为机构代言,A12,用户评价代言和推荐证明,医务人员或医学专家以自身专业身份为特定医美机构代言推荐，如'XX教授推荐本院/XX医生认证XX机构'。S0012第十一条明确禁止利用医务人员或医学专家名义作推荐证明。,检测XX(教授/医生/专家/主任)+推荐/认证/代言+机构/项目名称。,explicitly_prohibited,critical,law;regulatory_guideline,医疗美容,medical_advertisement,任何医务人员/专家为医美机构的代言推荐,无,,,block,false,删除主张,true,高,已审核,,active,1.0,2026-07-27,2026-07-27,,,legal_risk,L1,
